Timestamp,ClientId,Operation,a,b,c,Duration,Score,Mode,MappedDuration,URL,ProblemIndex
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,30,93,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,1
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,65,72,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,2
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,mul,2,60,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,3
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,mul,10,33,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,4
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,49,100,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,5
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,div,588,7,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,6
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,mul,10,14,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,7
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,mul,7,29,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,8
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,68,26,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,9
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,29,29,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,10
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,mul,2,9,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,11
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,div,290,10,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,12
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,77,44,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,13
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,div,270,10,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,14
9/6/2025 20:38:13,27712543-7643-4415-89a9-fd989cecb53e,add,15,82,,30,19,Normal,30,https://arithmetic.zetamac.com/game?key=72740d67,15
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,div,616,8,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,1
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,add,68,88,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,2
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,mul,2,62,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,3
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,mul,3,35,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,4
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,add,21,17,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,5
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,add,17,21,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,6
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,mul,3,2,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,7
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,div,1104,12,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,8
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,mul,3,85,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,9
9/6/2025 20:40:18,27712543-7643-4415-89a9-fd989cecb53e,add,18,22,,120,65,Normal,120,https://arithmetic.zetamac.com/game?key=a7220a92,10
